issue_number,title,description,label,all_labels,created_at,closed_at,url
328988,[Error] unhandlederror-Illegal value for lineNumber,"## Error Message
````
unhandlederror-Illegal value for lineNumber
````

## Stack Trace
&nbsp;&nbsp;&nbsp;&nbsp;at ah.getLineLength ([./src/vs/editor/common/model/textModel.ts:863:9](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/editor/common/model/textModel.ts#L863))  
&nbsp;&nbsp;&nbsp;&nbsp;at p0.applyContentWidgetsFromResult ([./src/vs/workbench/contrib/testing/browser/testingDecorations.ts:599:0](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/workbench/contrib/testing/browser/testingDecorations.ts#L599))  
&nbsp;&nbsp;&nbsp;&nbsp;at p0.applyResultsContentWidgets ([./src/vs/workbench/contrib/testing/browser/testingDecorations.ts:565:0](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/workbench/contrib/testing/browser/testingDecorations.ts#L565))  
&nbsp;&nbsp;&nbsp;&nbsp;at p0.applyResults ([./src/vs/workbench/contrib/testing/browser/testingDecorations.ts:548:0](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/workbench/contrib/testing/browser/testingDecorations.ts#L548))  
&nbsp;&nbsp;&nbsp;&nbsp;at (anonymous) ([./src/vs/workbench/contrib/testing/browser/testingDecorations.ts:422:0](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/workbench/contrib/testing/browser/testingDecorations.ts#L422))  
&nbsp;&nbsp;&nbsp;&nbsp;at tEe.value ([./src/vs/base/common/event.ts:194:84](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/base/common/event.ts#L194))  
&nbsp;&nbsp;&nbsp;&nbsp;at D._deliver ([./src/vs/base/common/event.ts:1364:12](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/base/common/event.ts#L1364))  
&nbsp;&nbsp;&nbsp;&nbsp;at D._deliverQueue ([./src/vs/base/common/event.ts:1375:8](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/base/common/event.ts#L1375))  
&nbsp;&nbsp;&nbsp;&nbsp;at D.fire ([./src/vs/base/common/event.ts:1399:8](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/base/common/event.ts#L1399))  
&nbsp;&nbsp;&nbsp;&nbsp;at NOe.onComplete ([./src/vs/workbench/contrib/testing/common/testResultService.ts:251:27](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/workbench/contrib/testing/common/testResultService.ts#L251))  
&nbsp;&nbsp;&nbsp;&nbsp;at tEe.value ([./src/vs/workbench/contrib/testing/common/testResultService.ts:194:39](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/workbench/contrib/testing/common/testResultService.ts#L194))  
&nbsp;&nbsp;&nbsp;&nbsp;at D._deliver ([./src/vs/base/common/event.ts:1364:12](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/base/common/event.ts#L1364))  
&nbsp;&nbsp;&nbsp;&nbsp;at D._deliverQueue ([./src/vs/base/common/event.ts:1375:8](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/base/common/event.ts#L1375))  
&nbsp;&nbsp;&nbsp;&nbsp;at D.fire ([./src/vs/base/common/event.ts:1399:8](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/base/common/event.ts#L1399))  
&nbsp;&nbsp;&nbsp;&nbsp;at Gg.markComplete ([./src/vs/workbench/contrib/testing/common/testResult.ts:493:0](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/workbench/contrib/testing/common/testResult.ts#L493))  
&nbsp;&nbsp;&nbsp;&nbsp;at p$e.runResolvedTests ([./src/vs/workbench/contrib/testing/common/testServiceImpl.ts:293:0](https://github.com/microsoft/vscode/blob/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75/src/vs/workbench/contrib/testing/common/testServiceImpl.ts#L293))

<details>
<summary>Raw Stack Trace (minified)</summary>

````
Error: Illegal value for lineNumber     at ah.getLineLength (out/vs/workbench/workbench.desktop.main.js:701:5565)     at p0.applyContentWidgetsFromResult (out/vs/workbench/workbench.desktop.main.js:4068:11168)     at p0.applyResultsContentWidgets (out/vs/workbench/workbench.desktop.main.js:4068:10471)     at p0.applyResults (out/vs/workbench/workbench.desktop.main.js:4068:10070)     at out/vs/workbench/workbench.desktop.main.js:4068:7535     at tEe.value (out/vs/workbench/workbench.desktop.main.js:431:11960)     at D._deliver (out/vs/workbench/workbench.desktop.main.js:433:3268)     at D._deliverQueue (out/vs/workbench/workbench.desktop.main.js:433:3357)     at D.fire (out/vs/workbench/workbench.desktop.main.js:433:3692)     at NOe.onComplete (out/vs/workbench/workbench.desktop.main.js:1200:27595)     at tEe.value (out/vs/workbench/workbench.desktop.main.js:1200:26830)     at D._deliver (out/vs/workbench/workbench.desktop.main.js:433:3268)     at D._deliverQueue (out/vs/workbench/workbench.desktop.main.js:433:3357)     at D.fire (out/vs/workbench/workbench.desktop.main.js:433:3692)     at Gg.markComplete (out/vs/workbench/workbench.desktop.main.js:1200:19923)     at p$e.runResolvedTests (out/vs/workbench/workbench.desktop.main.js:3984:19289)
````

</details>

## Details
| Property | Value |
| --- | --- |
| Bucket ID | [`44281ef0-ae54-c2e1-f67e-2f6ba1f720a7`](https://errors.code.visualstudio.com/bucket/44281ef0-ae54-c2e1-f67e-2f6ba1f720a7?product=VSCode&extension=core&commit=e4c7e7b1d6d060162f4aa7f8225271b67ce1df75) |
| Version | 1.131.0 |
| Commit | [`e4c7e7b1`](https://insiders.vscode.dev/github/microsoft/vscode/tree/e4c7e7b1d6d060162f4aa7f8225271b67ce1df75) |
| Last Seen | Mon Aug 03 2026 23:58:05 GMT+0000 (Coordinated Universal Time) |
| Platforms | Windows, Mac, Linux |
| Product | VSCode |

---
*This issue was automatically created from the VS Code Errors Dashboard*",bug,"bug,error-telemetry,insiders-released,recent-regression,stable-anomaly,ai-generated,ai-analyzed",2026-08-04T15:58:42Z,2026-08-04T18:18:40Z,https://github.com/microsoft/vscode/issues/328988
328979,Session creation pill is hidden in completed work summary,"## Steps to Reproduce

1. Open the Agents window and start a session.
2. Ask the agent to perform multiple steps and create a tracked session with `create_session` or `create_chat`.
3. Wait for the response to complete and collapse into the **Completed N steps** summary.

## Actual Result

The created-session or created-chat pill is moved into the collapsed work summary, hiding the durable navigation affordance until the summary is expanded.

## Expected Result

The created-session or created-chat pill remains visible with the final response summary at the bottom, alongside other completed-turn adjuncts.

## Verification

1. Repeat the reproduction prompt and wait for the turn to complete.
2. Confirm **Completed N steps** contains only the work performed before the final response.
3. Confirm the session/chat pill appears below the final response and remains visible while the work summary is collapsed.
4. Activate the pill with the mouse and keyboard and confirm it opens the created session/chat.

## Screenshot

<img width=""1777"" height=""768"" alt=""Image"" src=""https://github.com/user-attachments/assets/fd13a4d7-f728-48ad-bc97-8a2d4197c087"" />

",bug,"bug,verified,insiders-released,chat",2026-08-04T15:28:40Z,2026-08-04T18:16:47Z,https://github.com/microsoft/vscode/issues/328979
328914,Abnormal Tab with VS Code High Contrast Theme,"
Type: <b>Bug</b>


As shown in the attached image, after enabling the **High Contrast Theme** in VS Code, the circled editor tab bar area does not meet the high contrast accessibility requirements:
1.  The background color of the tab title is not pure white.
2.  The tab title text has an unexpected border/box around it, which severely affects readability and visual clarity.


VS Code version: Code 1.131.0 (e4c7e7b1d6d060162f4aa7f8225271b67ce1df75, 2026-07-28T10:51:25Z)
OS version: Windows_NT x64 10.0.26200
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|12th Gen Intel(R) Core(TM) i5-1240P (16 x 2112)|
|GPU Status|2d_canvas: enabled<br>GPU0: VENDOR= 0x8086, DEVICE=0x46a6 [Intel(R) Iris(R) Xe Graphics], DRIVER_VENDOR=Intel, DRIVER_VERSION=32.0.101.7088 *ACTIVE*<br>GPU1: VENDOR= 0x8086, DEVICE=0x46a6 [Intel(R) Iris(R) Xe Graphics], DRIVER_VERSION=32.0.101.7088<br>GPU2: VENDOR= 0x1414, DEVICE=0x008c [Microsoft Basic Render Driver], DRIVER_VERSION=10.0.26100.8972<br>Machine model name: <br>Machine model version: <br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>trees_in_viz: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|31.64GB (15.74GB free)|
|Process Argv|-n --crash-reporter-id c0a3c5cd-9214-4bd6-9506-761542072d6c|
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (27)</summary>

Name|Identifier|Author|Version
---|---|---|---
Markdown Preview Mermaid Support|bierner.markdown-mermaid|bierner|1.32.1
vscode-pandoc|chrischinchilla.vscode-pandoc|ChrisChinchilla|0.7.3
MySQL|cweijan.vscode-mysql-client2|cweijan|9.0.2
GitHub Codespaces|github.codespaces|GitHub|1.18.15
GitHub 存储库|github.remotehub|GitHub|0.64.0
Kilo Code: AI Coding Agent, Copilot, and Autocomplete|kilocode.kilo-code|kilocode|7.4.17
Rainbow CSV|mechatroner.rainbow-csv|mechatroner|3.24.1
Container Tools|ms-azuretools.vscode-containers|ms-azuretools|2.4.5
Chinese (Simplified) (简体中文) Language Pack for Visual Studio Code|ms-ceintl.vscode-language-pack-zh-hans|MS-CEINTL|1.131.2026072717
Python Debugger|ms-python.debugpy|ms-python|2026.6.0
Python|ms-python.python|ms-python|2026.4.0
Pylance|ms-python.vscode-pylance|ms-python|2026.3.1
Python Environments|ms-python.vscode-python-envs|ms-python|1.36.0
开发容器|ms-vscode-remote.remote-containers|ms-vscode-remote|0.466.0
Remote - SSH|ms-vscode-remote.remote-ssh|ms-vscode-remote|0.124.0
Remote - SSH: Editing Configuration Files|ms-vscode-remote.remote-ssh-edit|ms-vscode-remote|0.87.0
WSL|ms-vscode-remote.remote-wsl|ms-vscode-remote|0.104.3
PowerShell|ms-vscode.powershell|ms-vscode|2025.4.0
远程资源管理器|ms-vscode.remote-explorer|ms-vscode|0.5.0
远程存储库|ms-vscode.remote-repositories|ms-vscode|0.42.0
Remote - Tunnels|ms-vscode.remote-server|ms-vscode|1.5.3
VS Code Speech|ms-vscode.vscode-speech|ms-vscode|0.16.0
Chinese (Simplified, China) language support for VS Code Speech|ms-vscode.vscode-speech-language-pack-zh-cn|ms-vscode|0.5.1
open in browser|techer.open-in-browser|techer|2.0.0
vscode-pdf|tomoki1207.pdf|tomoki1207|1.2.2
MDX|unifiedjs.vscode-mdx|unifiedjs|1.8.17
Vue (Official)|vue.volar|Vue|3.3.9

</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
binariesv615:30325510
9b8hh234:30694863
nativeloc1:31344060
dwcopilot:31170013
dwoutputs:31242946
copilot_t_ci:31333650
e5gg6876:31282496
pythonrdcb7:31342333
6518g693:31463988
aj953862:31281341
envsactivate1:31551504
cloudbuttont:31379625
3efgi100_wstrepl:31403338
55ia6109:31457054
ec5jj548:31422691
cp_cls_t_966_ss:31526232
4je02754:31466945
c3h7c220:31478652
ge8j1254_inline_auto_hint_haiku:31490510
cp_cls_c_1081:31454833
conptydll_true:31498968
e9c30283:31461165
test_treatment2:31471001
46204921:31447328
control_6dc23131:31555649
idci7584:31464702
e3e4d672:31494082
ei9d7968:31496641
nes-extended-on:31455476
chat:31457767
8hig5102:31480529
89g7j272:31518289
7e187181:31503455
i2gc6536:31499202
52612955:31516516
ghj88844:31499326
ddid_t:31478206
hmra_i5g22:31518061
7df3h592:31512476
cp_cls_t_1082:31535311
logging_enabled_new:31498466
db5d2638:31499441
jb_cp_cls_t_632:31543129
748c7209:31512887
32d76977:31512328
ha629193:31508444
cdk-lw-on:31524445
f9bf7985:31543584
a1ije391_t:31540920
hgf2d445:31529595
8hfba999:31537718
jbcp_cls_pctr_t:31531130
61138546:31518536
cp_intellij_t_nes:31548657
jf4hg949:31526829
nes-curr-leftover-1500:31538366
ahp-both-windows:31556933
h561g132:31533256
chatquotatrajectorynudge-enabled:31548767
hjji5903:31534458
f412h606:31551416
7g2b5551:31542111
5fe6f778:31554331
allow-none:31555437
6i51c363:31551401
ac562147:31560306
c7c27ce7:31554789
nes-gb2-ctrl:31554343
8hc4g144:31558143
1532g621_copy:31554320
treatment-23-1:31555779
unuse_dynamic_mcp:31555281
0d8dfbc3:31560381
switchtoauto:31559321
session-mark-done:31558131

```

</details>

<!-- generated by issue reporter -->",bug,"bug,important,verified,workbench-tabs,modernization",2026-08-04T08:27:01Z,2026-08-04T16:05:56Z,https://github.com/microsoft/vscode/issues/328914
328901,Agent Host auto-approves sed in-place edits,"## Problem

Agent Host's terminal auto-approval rules allow normal `sed` commands, but do not distinguish in-place editing forms such as:

```bash
sed -i 's/foo/bar/' file.txt
sed --in-place 's/foo/bar/' file.txt
```

These forms modify files through command arguments rather than shell redirects, so the existing redirect write check does not see them. As a result, a recognized `sed` command can be auto-approved even though it edits a file directly.

Workbench already detects canonical `sed` in-place forms through its command-specific file-write parser.

## Expected

- Agent Host should require confirmation for canonical `sed` in-place forms, including `-i`, `-I`, clustered/backup-suffix variants, BSD empty suffixes, and `--in-place`.
- A configured full-command allow rule should not override this check.
- Normal non-in-place `sed` commands should retain their existing auto-approval behavior.
- Workbench file-write behavior and settings should remain unchanged.

Broader shell-dialect and dynamic-option hardening is tracked separately in #328898.
",bug,"bug,insiders-released,terminal-auto-approve",2026-08-04T06:41:47Z,2026-08-04T07:39:27Z,https://github.com/microsoft/vscode/issues/328901
328895,Microphone is on when dictation and voice mode are on idle,"<img width=""706"" height=""1104"" alt=""Image"" src=""https://github.com/user-attachments/assets/99f5fb9a-234f-4753-8a5c-fa72050e7cfb"" />

@meganrogge  It seems like either dictation or voice mode when idle is triggering this microphone icon on MacOS.
",bug,"bug,dictation,voice-mode",2026-08-04T05:30:38Z,2026-08-04T06:03:18Z,https://github.com/microsoft/vscode/issues/328895
328849,Microphone picker shows when there's only one mic but shouldn't,"On voice mode and dictation onboarding cards, there should be no mic picker unless there is more than one mic. I also see the introduction card open sometimes to showing blank for the selected mic even when there are options. Let's only render that once mics have been detected, dynamically updating the card to show it.",bug,"bug,insiders-released,dictation,voice-mode",2026-08-03T21:20:13Z,2026-08-03T23:14:57Z,https://github.com/microsoft/vscode/issues/328849
328840,VoiceOver not announcing Dictation Introduction,"Testing #328440

Steps:
1. start voiceover
2. be in screenreader mode
3. right click on dictation -> Show Introduction
4. 🐛 don't hear anything related to what opened
5. 🐛 I can tab to all the interactable things but I don't hear the description ""Dictation. Speak and it becomes text. .etc""

<img width=""545"" height=""165"" alt=""Image"" src=""https://github.com/user-attachments/assets/52047a06-2a30-467b-9041-cecfa51a2188"" />

Nit: that tab order is a little weird. It goes:

1. settings
2. how it's written
3. `x`
4. drop down for mics

I was expecting the `x` to be the first one since logically that is at the top of the Y axis. ",bug,"bug,verified,accessibility,insiders-released",2026-08-03T20:56:51Z,2026-08-04T22:21:49Z,https://github.com/microsoft/vscode/issues/328840
328811,"Start dictation in editor or terminal causes Chat to show it's ""dictation"" bubble","Testing #328440

Steps:
* Start dictation in Editor or Terminal
* 🐛 see Chat's mic light up

<img width=""1152"" height=""841"" alt=""Image"" src=""https://github.com/user-attachments/assets/7feee472-c66d-407c-b587-cabac73c71e6"" />",bug,"bug,verified,insiders-released,dictation",2026-08-03T19:03:37Z,2026-08-07T21:21:40Z,https://github.com/microsoft/vscode/issues/328811
328809,Can't start in editor or terminal once Chat dictation has started,"Testing #328440

Steps:
* Start dictation in Chat
* click into editor or terminal
* ""Start Dictation in Editor"" or ""Start Dictation in Terminal""
* 🐛 it doesn't",bug,"bug,verified,insiders-released,dictation",2026-08-03T19:01:11Z,2026-08-05T23:59:51Z,https://github.com/microsoft/vscode/issues/328809
328796,Voice: changing to non-english still have english samples displayed in intro widget,"Testing #328443
I changed to Chinese but still see 4 english samples in intro widget. reset onboarding and restart / reload vscode didn't help. 
<img width=""2179"" height=""542"" alt=""Image"" src=""https://github.com/user-attachments/assets/b4233827-abdb-4824-b4eb-856312b46c8a"" />",bug,"bug,insiders-released,voice-mode",2026-08-03T18:39:49Z,2026-08-03T22:29:35Z,https://github.com/microsoft/vscode/issues/328796
328795,It's hard to interact with existing comments,"Testing #328518

When I added a comment and want to open it again to read it or remove it, it shows on hover of the round dot. Hovering on the round dot causes the round dot to disapear and the comment and outline to show. Sometimes when I move my mouse to the comment it causes it to hide again because I accidentally leave the selected dom node.

I wonder whether it should require to click the round dot for it to show the comment and outline. Then no matter how I move my mouse it should keep showing the comment until I click away or press `Esc`.

https://github.com/user-attachments/assets/0cd64d79-95f8-4053-8d88-fd054d31ae1d",bug,"bug,verified,insiders-released,browser-integration",2026-08-03T18:38:33Z,2026-08-05T17:37:04Z,https://github.com/microsoft/vscode/issues/328795
328794,If you only have 1 of the voice buttons active I don't think the border makes sense,"Testing #328440

<img width=""112"" height=""86"" alt=""Image"" src=""https://github.com/user-attachments/assets/bb6acada-aadb-4d4f-acdf-0cb19c7c67a5"" />

this gray border. It's not like all our other buttons which are borderless. It should be like one of these:

<img width=""199"" height=""98"" alt=""Image"" src=""https://github.com/user-attachments/assets/1bdd9125-9c3b-4584-84f3-8f16c8a513be"" />

",bug,"bug,verified,insiders-released,dictation",2026-08-03T18:37:41Z,2026-08-04T22:54:46Z,https://github.com/microsoft/vscode/issues/328794
328793,Pressing `Esc` only removes the comment input box and not the outline,"Testing #328518

1. Select a dom element to comment on
2. press `Esc`, only the input hides
3. press `Esc` again, then the outlint hides
I would have expected the first `Esc` to hide both the input box and the outline

https://github.com/user-attachments/assets/559fd234-f77e-4d61-ad4a-fca4b1ec7f03",bug,"bug,verified,insiders-released,browser-integration",2026-08-03T18:35:40Z,2026-08-05T17:37:05Z,https://github.com/microsoft/vscode/issues/328793
328792,Typing in comment can trigger keybindings on website,"Testing #328518

This might be hard to solve, I'm not sure, but I still want to mention it in an issue. 

My TODO website has a keybinding for the letter `T` and when I type a comment in the comment input and type the letter `T` it triggers the keybinding on the website. Ideally it would not propagate these keyboard events to the website.

https://github.com/user-attachments/assets/cd90db93-8aa3-4318-a8c5-d22198be8419",bug,"bug,verified,insiders-released,browser-integration",2026-08-03T18:33:45Z,2026-08-05T17:37:05Z,https://github.com/microsoft/vscode/issues/328792
328790,Do we need 2 commands to set the microphone?,"Testing #328440

<img width=""620"" height=""161"" alt=""Image"" src=""https://github.com/user-attachments/assets/fe44d7a8-84d8-420e-88d5-6ecd9957161b"" />",bug,"bug,verified,debt,insiders-released,voice-mode",2026-08-03T18:29:33Z,2026-08-05T16:05:02Z,https://github.com/microsoft/vscode/issues/328790
328767,undefined thinking level,"<img width=""339"" height=""54"" alt=""Image"" src=""https://github.com/user-attachments/assets/0e92dac1-e539-4ae9-ab12-417639252599"" />

I restarted today and started seeing this undefined thinking level
",bug,"bug,model-picker",2026-08-03T17:38:38Z,2026-08-04T14:10:05Z,https://github.com/microsoft/vscode/issues/328767
328756,Fancy animated button cannot be stopped by keyboard alone,"Testing #328440

> Verify keyboard behavior: Tab reaches links, the picker when present, and close; Enter/Space activate controls; Escape dismisses.

1. Start dictation
2. Tab to the fancy microphone button or its toolbar element surrounding it (there seem to be two separate focus options for that button)
3. Try pressing space or enter
4. :bug: Nothing happens",bug,"bug,verified,polish,insiders-released,dictation,voice-mode",2026-08-03T16:43:46Z,2026-08-04T22:55:21Z,https://github.com/microsoft/vscode/issues/328756
328755,Single microphone results in blank box,"Testing #328440

> With one normalized physical microphone, confirm its name is shown as a label and no dropdown picker appears.

No dropdown picker appears, but no name is shown in the selectbox, either. The selectbox is empty when there is only one microphone.",bug,"bug,important,verified,voice-mode",2026-08-03T16:41:16Z,2026-08-07T20:24:29Z,https://github.com/microsoft/vscode/issues/328755
328743,Cannot use arrow key in New Automation dialog,"Testing: https://github.com/microsoft/vscode/issues/328661

**Repro steps**:

1. Open Automations View
2. Select `New Automation`
3. start typing in the `Prompt` area
4. use your arrow keys

**expected**: arrow keys should move the cursor

**actual**: arrow key 'tabs' through components",bug,"bug,verification-found,insiders-released,automations",2026-08-03T15:46:59Z,2026-08-03T19:02:44Z,https://github.com/microsoft/vscode/issues/328743
328737,Dictation model setting and hover show stale English Nemotron text,"After #328420 replaced the English-only dictation model with multilingual Nemotron 3.5, some user-facing text remains stale:

- The `dictation.model` enum reused the former localization keys, so existing localization data can still display “Nemotron Streaming (English)”.
- The dictation action hover interpolates the raw configured model ID instead of the multilingual display name.

The Settings enum label/description and dictation hover should consistently identify the on-device option as Nemotron 3.5 ASR (Multilingual).",bug,"bug,insiders-released,dictation",2026-08-03T15:26:32Z,2026-08-03T15:50:28Z,https://github.com/microsoft/vscode/issues/328737
328728,Screencheese,"Testing https://github.com/microsoft/vscode/issues/328443

<img width=""535"" height=""303"" alt=""Image"" src=""https://github.com/user-attachments/assets/b650d8b0-cfe8-470f-aeab-b01c4e9d2f6b"" />",bug,"bug,verified,polish,insiders-released,voice-mode",2026-08-03T14:59:36Z,2026-08-04T22:55:50Z,https://github.com/microsoft/vscode/issues/328728
328693,"Outside of comment mode, when you click on a numbered pin, it no longer disappears when hovering over it","- Add some numbered comment pins
- Exit the comment mode
- Hover on a numbered pin, it disappears
- Click on the area where the pin should be, it appears
- Hover on another pin
- Hover back on the initial pin, it does not disappear

https://github.com/user-attachments/assets/88880ba0-fdcb-4fb3-a574-87799b430166

",bug,"bug,verified,insiders-released,browser-integration",2026-08-03T11:22:06Z,2026-08-05T17:37:06Z,https://github.com/microsoft/vscode/issues/328693
328690,Wondering about zoom in animation,"Testing:https://github.com/microsoft/vscode/issues/328518

- When you create a comment on an element, a pin with the number appears.
- When you hover on the pin, there is a zoom in animation and the pin disappears. 
- I feel the animation is kind of distracting
- I would have also liked the numbered pin to remain and a hover to appear on hover of the pin showing som relevant information

https://github.com/user-attachments/assets/e5e9de01-32ba-48d5-85af-ded9ba9611a0

",bug,"bug,verified,insiders-released,browser-integration",2026-08-03T10:53:01Z,2026-08-05T17:37:04Z,https://github.com/microsoft/vscode/issues/328690
328652,Agent session continues in original repository when worktree creation fails due to missing Git LFS,"## Summary

When an Agents window session is configured to use worktree isolation, worktree creation can fail if `git-lfs` is unavailable to the Agent Host. The session nevertheless continues in the original repository, without the requested isolation.

## Observed behavior

The Agent Host attempted:

```text
git -c checkout.workers=0 worktree add --no-track -b agents/simple-test-setup-3cee819a /Users/justinq/Documents/GitHub/vscode.worktrees/simple-test-setup-3cee819a origin/main
```

Git failed with exit code 128:

```text
Preparing worktree (new branch 'agents/simple-test-setup-3cee819a')
git-lfs filter-process: git-lfs: command not found
fatal: the remote end hung up unexpectedly
```

The Agent Host logged:

```text
[AgentService] worktree resolution failed for copilotcli:/3cee819a-bbee-43db-a484-859dfbdfe4d2: git -c exited with code 128: git-lfs filter-process: git-lfs: command not found
```

Despite this failure, the session materialized and ran with:

```text
cwd: /Users/justinq/Documents/GitHub/vscode
gitRoot: /Users/justinq/Documents/GitHub/vscode
branch: main
```

The turn then completed successfully, but in the original checkout rather than the requested worktree. The same worktree failure occurred for another session one minute earlier, so this was reproducible in that environment.

There was also an earlier shell-environment resolution timeout:

```text
resolving shell environment failed Unable to resolve your shell environment in a reasonable time. Please review your shell configuration and restart.
```

This may explain why `git-lfs` was not on the Agent Host PATH, although Git LFS may also have been absent entirely.

## Expected behavior

If worktree isolation is requested and worktree creation fails, the session should not silently continue in the original repository. The failure should be surfaced clearly and the session should either stop or require explicit user confirmation before falling back.

The error should also identify the missing Git LFS executable and, where applicable, suggest checking Agent Host shell-environment/PATH resolution.

## Additional notes

Unrelated MCP startup and authentication errors appeared in the bundle but did not cause the worktree failure.",bug,"bug,insiders-released,agent-host",2026-08-03T02:11:46Z,2026-08-03T13:27:53Z,https://github.com/microsoft/vscode/issues/328652
328638,steering has a timestamp that is not needed,"<img width=""1558"" height=""492"" alt=""Image"" src=""https://github.com/user-attachments/assets/d001ba81-47c1-4115-850d-3ac3c6c3c01e"" />",bug,"bug,verified,insiders-released",2026-08-02T21:46:54Z,2026-08-02T22:03:09Z,https://github.com/microsoft/vscode/issues/328638
328590,Agent Host can delete durable sessions after transient resume failures,"## Problem

An existing Agent Host session can disappear permanently after a transient Copilot SDK resume failure.

The SDK reports both genuinely empty sessions and unrelated failures with JSON-RPC code `-32603`. Agent Host treated nearly every `-32603` as an empty session and replaced the existing SDK session with a new empty session using the same ID.

When that zero-turn state later lost its final subscriber, empty-session GC treated it as an abandoned provisional draft and invoked destructive disposal. That deleted the SDK event history, Agent Host session database, and worktree.

## Expected

- Network, authentication, corruption, and unknown resume failures preserve all durable session data and surface the error.
- Empty-session recreation is limited to explicit SDK `no events` and `Session not found` responses.
- Destructive empty-session GC only applies to pristine provisional sessions that have never materialized or persisted data.
- Chat, changeset, and annotations subscriptions keep their owning session alive.

## Additional context

The issue was reproduced with session `f72992a0-b278-45e0-b094-4e78dd0b1370`. Its exported debug bundle retained 2,552 SDK events, including 10 user messages, immediately before Agent Host GC deleted the live session.

Fix: [#328540](https://github.com/microsoft/vscode/pull/328540)

(Written by Copilot)
",bug,"bug,verified,agent-host",2026-08-02T01:13:22Z,2026-08-05T18:53:24Z,https://github.com/microsoft/vscode/issues/328590
328585,Wrong link color in plan widget,"<img width=""997"" height=""334"" alt=""Image"" src=""https://github.com/user-attachments/assets/6deb8b19-f1e9-4708-a864-e34de47f8b51"" />",bug,"bug,verified,insiders-released",2026-08-01T23:25:15Z,2026-08-02T22:29:09Z,https://github.com/microsoft/vscode/issues/328585
328500,Terminal auto-approve overlooks shell state mutations before allowed commands,"## Problem

Terminal command auto-approval currently extracts only tree-sitter `(command)` nodes. Shell state mutations that are not captured as commands can sit in front of an allow-listed command and still get auto-approved.

Examples that should require confirmation:

```bash
export FOO=bar && git status
declare -x FOO=bar && git status
FOO=bar && git status
```

```powershell
$env:FOO=""bar""; git status
[System.Environment]::SetEnvironmentVariable(""FOO"", ""bar""); git status
```

In these cases the approver sees only the trailing allow-listed command and can approve the whole line.

## Expected

- Any standalone Bash assignment/declaration or PowerShell assignment/invocation that mutates shell state should fail closed and require manual confirmation.
- Prefix assignments attached to a command (`FOO=bar git status`) should continue to use the existing transient env-var deny path.
- Ordinary command arguments that happen to look like `NAME=value` (for example `make install PREFIX=/usr/local`) should still be auto-approvable when the command itself is allowed.
- Auto-approve rule suggestions should not be offered for command lines containing this unanalyzable shell-state syntax.

## Notes

- Affects both workbench terminal auto-approval and Agent Host Bash approval.
- Agent Host PowerShell already fails closed on assignments and invocations; workbench should match that shape.",bug,"bug,verified,insiders-released,terminal-auto-approve",2026-07-31T21:11:50Z,2026-07-31T22:02:25Z,https://github.com/microsoft/vscode/issues/328500
